Exon	GeneName	AlternativeSplicedExon	PanExpressionScore	RepresentativeExon	Location	Tier	Expression_High_in_Normal	Expression_High_In_Tumor
PTPRZ1_chr7_122028552_122028643_+	PTPRZ1	Gene	1.0625	false	MATRISOME_SURFACEOME	Not Prioritized	,Brain,	MEL,MB,BT,EPD,HGG,LGG,
GPRC5B_chr16_19871816_19872845_-	GPRC5B	Gene	0.6875	false	SURFACEOME	Not Prioritized	Testis,Muscle,Brain,	EPD,HGG,LGG,
GFRA2_chr8_21692843_21693400_-	GFRA2	Gene	0.125	false	SURFACEOME	Tier2		NBL,
CD276_chr15_73702380_73702593_+	CD276	Gene	1.5	false	SURFACEOME	Tier2		OS,MEL,CPC,HGG,NBL,WLM,ACT,
FBN1_chr15_48487312_48487437_-	FBN1	Gene	1.125	false	MATRISOME	Tier2		EWS,DSRCT,BT,MEL,RHB,ST,
PKD1_chr16_2115992_2116118_-	PKD1	Gene	1.875	false	SURFACEOME	Not Prioritized	Uterus,Pituitary,Bladder,Blood_Vessel,	EWS,RB,ACT,BT,MEL,NBL,RHB,LGG,MB,CPC,EPD,HGG,
RELN_chr7_103498077_103498252_-	RELN	Gene	0.3125	false	MATRISOME	Tier2	Nerve,	EPD,MB,
MMP13_chr11_102955586_102955732_-	MMP13	Gene	0.1875	false	MATRISOME	Tier1		,OS,
NID2_chr14_52060124_52060356_-	NID2	Gene	0.25	false	MATRISOME	Tier2		CPC,
PTPRZ1_chr7_122011208_122011309_+	PTPRZ1	Gene	1.0625	false	MATRISOME_SURFACEOME	Not Prioritized	Brain,	MEL,MB,BT,EPD,HGG,LGG,
CDH2_chr18_28013683_28013909_-	CDH2	Gene	1.375	false	SURFACEOME	Tier2	Heart,Adrenal_Gland,	DSRCT,BT,EPD,HGG,NBL,WLM,LGG,RB,MB,
RELN_chr7_103989131_103989658_-	RELN	Gene	0.125	false	MATRISOME	Tier2		MB,
PCSK6_chr15_101382092_101382205_-	PCSK6	Gene	0.375	false	MATRISOME	Tier2	Spleen,Liver,	ACT,CPC,
L1CAM_chrX_153868841_153869172_-	L1CAM	Gene	0.375	false	SURFACEOME	Not Prioritized		MB,NBL,
GPRC5B_chr16_19871816_19872846_-	GPRC5B	Gene	0.6875	false	SURFACEOME	Not Prioritized	Testis,Muscle,Brain,	EPD,HGG,LGG,
PMEL_chr12_55955464_55955548_-	PMEL	Gene	0.1875	false	SURFACEOME	Tier2	Skin,	,MEL,
COL11A2_chr6_33192159_33192454_-	COL11A2	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		OS,
COL2A1_chr12_47981945_47982160_-	COL2A1	Gene	0.25	false	MATRISOME	Tier2		,WLM,
PCSK6_chr15_101384322_101384422_-	PCSK6	Gene	0.375	false	MATRISOME	Tier2	Spleen,Liver,	ACT,CPC,
GRIN1_chr9_137156669_137156790_+	GRIN1	Gene	0.125	false	SURFACEOME	Not Prioritized	,Brain,	NBL,
CDH8_chr16_61901179_61901473_-	CDH8	Gene	0.125	false	MATRISOME_SURFACEOME	Tier1		EWS,
BCAN_chr1_156651457_156651689_+	BCAN	Gene	0.5625	false	MATRISOME	Not Prioritized	,Brain,	,EPD,HGG,LGG,
RELN_chr7_103776557_103776627_-	RELN	Gene	0.1875	false	MATRISOME	Tier2		,MB,
CDH4_chr20_61873728_61873900_+	CDH4	Gene	0.1875	false	SURFACEOME	Tier1		DSRCT,
DAG1_chr3_49510419_49510765_+	DAG1	Gene	1.25	false	MATRISOME_SURFACEOME	Tier2	Muscle,	DSRCT,BT,EPD,HGG,RHB,LGG,
PCDH15_chr10_54236823_54236927_-	PCDH15	Gene	0.125	true	SURFACEOME	Tier2		LGG,
HMCN1_chr1_186087932_186088013_+	HMCN1	Gene	0.375	false	MATRISOME	Tier2		MEL,EWS,
WNT5A_chr3_55479040_55479564_-	WNT5A	Gene	0.125	false	MATRISOME_SURFACEOME	Tier1		EWS,
COL11A2_chr6_33162692_33163818_-	COL11A2	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2	Pituitary,	OS,
GRP_chr18_59225492_59225734_+	GRP	Gene	0.125	false	SURFACEOME	Tier1		EWS,
LUZP2_chr11_24729169_24729286_+	LUZP2	Gene	0.1875	false	SURFACEOME	Tier1		LGG,
LAMA1_chr18_6993641_6993752_-	LAMA1	Gene	0.1875	false	MATRISOME	Tier1		RB,
ITGAV_chr2_186637065_186637109_+	ITGAV	Gene	1.9375	false	MATRISOME_SURFACEOME	Tier2		EWS,RB,OS,MB,EPD,HGG,RHB,ST,DSRCT,BT,MEL,LGG,
SEMA3A_chr7_84129123_84129185_-	SEMA3A	Gene	0.1875	false	SURFACEOME	Tier1		MB,
MET_chr7_116769645_116769791_+	MET	Gene	0.25	false	MATRISOME_SURFACEOME	Tier1		MEL,
WNT5A_chr3_55474334_55474629_-	WNT5A	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier1		EWS,
ITIH2_chr10_7703368_7703518_+	ITIH2	Gene	0.1875	false	MATRISOME	Tier2	Liver,	,DSRCT,
PTPRZ1_chr7_122059374_122059888_+	PTPRZ1	Gene	0.75	false	MATRISOME_SURFACEOME	Not Prioritized	Brain,	,EPD,HGG,LGG,
COL9A1_chr6_70254476_70254611_-	COL9A1	Gene	0.5625	false	MATRISOME	Tier1		CPC,RB,LGG,
SULF1_chr8_69575970_69576051_+	SULF1	Gene	1.25	false	MATRISOME	Tier2	Colon,Thyroid,Blood_Vessel,	ST,DSRCT,BT,OS,RHB,CPC,
P2RX7_chr12_121160902_121160974_+	P2RX7	Gene	0.25	false	SURFACEOME	Not Prioritized		LGG,
NPTX1_chr17_80471732_80471911_-	NPTX1	Gene	0.4375	true	SURFACEOME	Tier2		ACT,MB,RB,
TEX14_chr17_58565752_58565824_-	TEX14	Gene	0.125	false	SURFACEOME	Tier1	,Testis,	RB,
PTPRZ1_chr7_122061080_122061979_+	PTPRZ1	Gene	0.75	false	MATRISOME_SURFACEOME	Not Prioritized	,Brain,	,EPD,HGG,LGG,
THSD4_chr15_71746838_71747042_+	THSD4	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		DSRCT,
FBN1_chr15_48489851_48490078_-	FBN1	Gene	0.5625	false	MATRISOME	Tier2		ST,DSRCT,
LUZP2_chr11_24914476_24914538_+	LUZP2	Gene	0.125	false	SURFACEOME	Tier1		LGG,
F13A1_chr6_6224686_6224808_-	F13A1	Gene	0.5625	false	MATRISOME	Not Prioritized	Adipose_Tissue,Bladder,Breast,	EWS,ST,DSRCT,BT,
NID2_chr14_52014287_52014456_-	NID2	Gene	0.5625	false	MATRISOME	Tier2	Nerve,Thyroid,	OS,CPC,
COL2A1_chr12_47975317_47975605_-	COL2A1	Gene	0.375	false	MATRISOME	Tier2		CPC,WLM,
L1CAM_chrX_153867800_153867910_-	L1CAM	Gene	0.4375	false	SURFACEOME	Not Prioritized	Nerve,Brain,Colon,	RB,MB,NBL,
LDLR_chr19_11105220_11105600_+	LDLR	Gene	0.375	false	MATRISOME_SURFACEOME	Tier2	Adrenal_Gland,	,ACT,
PTPRG_chr3_62078163_62078258_+	PTPRG	Gene	1.3125	false	SURFACEOME	Tier2		EWS,ST,DSRCT,BT,MEL,MB,EPD,WLM,
RELN_chr7_103610695_103610807_-	RELN	Gene	0.1875	false	MATRISOME	Tier2		,MB,
ITGAX_chr16_31379757_31379862_+	ITGAX	Gene	0.4375	false	SURFACEOME	Not Prioritized	,Spleen,Lung,Blood,	HGG,LGG,
LUZP2_chr11_24763246_24763308_+	LUZP2	Gene	0.125	false	SURFACEOME	Tier1		LGG,
SEMA3C_chr7_80744868_80745307_-	SEMA3C	Gene	0.75	false	MATRISOME	Tier2	Bladder,Colon,	,DSRCT,MEL,
FRAS1_chr4_78521523_78521630_+	FRAS1	Gene	0.25	false	MATRISOME_SURFACEOME	Tier1		DSRCT,
COL9A1_chr6_70281390_70281464_-	COL9A1	Gene	0.25	false	MATRISOME	Tier1		LGG,
ADAM17_chr2_9505166_9505318_-	ADAM17	Gene	1.75	false	MATRISOME_SURFACEOME	Tier2		EWS,RB,ST,DSRCT,BT,MEL,MB,CPC,EPD,HGG,RHB,LGG,
SORL1_chr11_121520657_121520849_+	SORL1	Gene	0.6875	false	SURFACEOME	Tier2		RB,BT,DSRCT,
PTPRZ1_chr7_122012078_122013889_+	PTPRZ1	Gene	0.5	false	MATRISOME_SURFACEOME	Not Prioritized		,HGG,LGG,
GPC6_chr13_94286348_94286479_+	GPC6	Gene	0.3125	false	MATRISOME	Tier2		RB,
AMPH_chr7_38429056_38429285_-	AMPH	Gene	0.125	false	SURFACEOME	Tier2		RB,
ITGA6_chr2_172470974_172471105_+	ITGA6	Gene	0.9375	true	MATRISOME_SURFACEOME	Tier2	Nerve,Salivary_Gland,	ST,MEL,DSRCT,BT,
THSD7A_chr7_11379630_11379755_-	THSD7A	Gene	0.1875	false	SURFACEOME	Tier2		RB,
HSPG2_chr1_21890585_21890694_-	HSPG2	Gene	1.375	false	MATRISOME	Not Prioritized	Nerve,Uterus,Bladder,Blood_Vessel,	EWS,ACT,BT,OS,CPC,RHB,ST,MEL,
LAMA3_chr18_23827314_23827467_+	LAMA3	Gene	0.125	false	MATRISOME	Tier2		RB,
ENPP1_chr6_131890341_131890864_+	ENPP1	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2	Liver,	EWS,
THSD7A_chr7_11469879_11469994_-	THSD7A	Gene	0.25	false	SURFACEOME	Tier2		RB,MB,
COL13A1_chr10_69904933_69904959_+	COL13A1	Gene	0.375	false	MATRISOME	Tier2		,EWS,
SEMA6A_chr5_116486641_116486966_-	SEMA6A	Gene	0.5	false	SURFACEOME	Tier2		BT,
L1CAM_chrX_153872267_153872354_-	L1CAM	Gene	0.375	false	SURFACEOME	Not Prioritized	Nerve,	MB,NBL,
LDLR_chr19_11106356_11106687_+	LDLR	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2		,ACT,
CDH4_chr20_61852754_61852898_+	CDH4	Gene	0.1875	false	SURFACEOME	Tier1		DSRCT,
NAV2_chr11_20043981_20044272_+	NAV2	Gene	0.5	false	MATRISOME	Tier2	Heart,	BT,
PMEL_chr12_55956949_55957671_-	PMEL	Gene	0.1875	false	SURFACEOME	Tier2		,MEL,
ITGA3_chr17_50068056_50068305_+	ITGA3	Gene	0.8125	false	MATRISOME_SURFACEOME	Not Prioritized	Lung,Blood_Vessel,Kidney,Thyroid,	RB,BT,MEL,
L1CAM_chrX_153868002_153868122_-	L1CAM	Gene	0.5	false	SURFACEOME	Not Prioritized	Nerve,Brain,Colon,	RB,MB,NBL,
COL11A1_chr1_103017820_103017882_-	COL11A1	Gene	0.5	false	MATRISOME_SURFACEOME	Tier1		CPC,OS,
ITIH2_chr10_7703400_7703518_+	ITIH2	Gene	0.1875	false	MATRISOME	Tier2	Liver,	,DSRCT,
NCAM1_chr11_113202379_113202453_+	NCAM1	Gene	1.8125	false	SURFACEOME	Not Prioritized	Heart,Brain,Uterus,Bladder,	DSRCT,OS,WLM,RB,MB,EPD,HGG,NBL,RHB,LGG,
COL11A2_chr6_33167067_33167120_-	COL11A2	Gene	0.375	false	MATRISOME_SURFACEOME	Tier2	Testis,Pituitary,	OS,
TF_chr3_133748412_133748584_+	TF	Gene	0.375	false	MATRISOME	Not Prioritized	Salivary_Gland,Brain,Liver,	RB,LGG,
TFRC_chr3_196068032_196068130_-	TFRC	Gene	2.125	false	MATRISOME_SURFACEOME	Tier2	Ovary,Small_Intestine,Fallopian_Tube,Lung,	ST,ACT,OS,MEL,EPD,HGG,RHB,LGG,EWS,RB,DSRCT,BT,MB,
RELN_chr7_103989131_103989516_-	RELN	Gene	0.125	false	MATRISOME	Tier2		MB,
SORL1_chr11_121553937_121554109_+	SORL1	Gene	0.6875	false	SURFACEOME	Tier2	Blood,	RB,DSRCT,LGG,BT,
LRP8_chr1_53275655_53275753_-	LRP8	Gene	0.3125	false	SURFACEOME	Tier2	Testis,	MB,
INSR_chr19_7170537_7170751_-	INSR	Gene	1.125	false	SURFACEOME	Tier2	Pancreas,	EWS,ST,BT,MB,RB,
COL2A1_chr12_47977320_47977427_-	COL2A1	Gene	0.4375	false	MATRISOME	Tier2	Pituitary,	CPC,WLM,
ITGA1_chr5_52865690_52865817_+	ITGA1	Gene	1.0625	false	MATRISOME_SURFACEOME	Not Prioritized	Lung,Bladder,Adrenal_Gland,Blood_Vessel,	EWS,ST,ACT,BT,MEL,DSRCT,
ADAM10_chr15_58643886_58643978_-	ADAM10	Gene	2.3125	false	MATRISOME_SURFACEOME	Tier2		DSRCT,ACT,OS,CPC,EPD,HGG,WLM,RHB,LGG,EWS,RB,ST,BT,MEL,MB,
OLFML2B_chr1_162000113_162000338_-	OLFML2B	Gene	0.5625	false	SURFACEOME	Tier2		RHB,OS,
DLK1_chr14_100732042_100732070_+	DLK1	Gene	0.5	false	MATRISOME_SURFACEOME	Tier2	,Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
TFRC_chr3_196062391_196062645_-	TFRC	Gene	0.8125	false	MATRISOME_SURFACEOME	Tier2		RB,DSRCT,BT,
ITGA6_chr2_172470974_172471107_+	ITGA6	Gene	0.9375	false	MATRISOME_SURFACEOME	Tier2	Nerve,Salivary_Gland,	ST,MEL,DSRCT,BT,
CDH15_chr16_89185173_89185333_+	CDH15	Gene	0.3125	false	SURFACEOME	Tier2	Muscle,	OS,RHB,
COL13A1_chr10_69927087_69927110_+	COL13A1	Gene	0.375	false	MATRISOME	Tier2		,EWS,
IGF2R_chr6_160047792_160047907_+	IGF2R	Gene	1.8125	false	MATRISOME_SURFACEOME	Not Prioritized	Muscle,	RB,DSRCT,MB,HGG,RHB,EWS,ST,ACT,BT,MEL,
ITGA1_chr5_52787947_52788414_+	ITGA1	Gene	0.1875	false	MATRISOME_SURFACEOME	Not Prioritized		DSRCT,
SORL1_chr11_121604193_121604324_+	SORL1	Gene	0.75	false	SURFACEOME	Tier2	Blood,	RB,DSRCT,HGG,LGG,BT,
P2RX7_chr12_121162424_121162520_+	P2RX7	Gene	0.4375	false	SURFACEOME	Not Prioritized		HGG,LGG,
LIFR_chr5_38506503_38506632_-	LIFR	Gene	0.6875	false	MATRISOME_SURFACEOME	Tier2		BT,EWS,
AGRN_chr1_1022201_1022462_+	AGRN	Gene	1.4375	true	MATRISOME_SURFACEOME	Tier2		ST,DSRCT,BT,MEL,CPC,EPD,HGG,LGG,
NCAM1_chr11_113202386_113202453_+	NCAM1	Gene	1.8125	false	SURFACEOME	Not Prioritized	Heart,Brain,Uterus,Bladder,	DSRCT,OS,WLM,RB,MB,EPD,HGG,NBL,RHB,LGG,
ITIH2_chr10_7744082_7744280_+	ITIH2	Gene	0.1875	false	MATRISOME	Tier2	,Liver,	,DSRCT,
ITIH2_chr10_7707201_7707233_+	ITIH2	Gene	0.1875	false	MATRISOME	Tier2	Liver,	,DSRCT,
PTPRZ1_chr7_122004614_122004660_+	PTPRZ1	Gene	1.0	false	MATRISOME_SURFACEOME	Not Prioritized		MEL,MB,EPD,BT,HGG,LGG,
CP_chr3_149185239_149185446_-	CP	Gene	0.4375	false	SURFACEOME	Tier2	Salivary_Gland,Liver,	DSRCT,EPD,
COL11A1_chr1_103108073_103108485_-	COL11A1	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		OS,
COL20A1_chr20_63308542_63308706_+	COL20A1	Gene	0.375	false	MATRISOME	Tier1		LGG,DSRCT,
COL11A1_chr1_103025521_103025613_-	COL11A1	Gene	0.625	true	MATRISOME_SURFACEOME	Tier1		CPC,OS,
VCAM1_chr1_100719764_100719924_+	VCAM1	Gene	0.1875	false	MATRISOME_SURFACEOME	Not Prioritized	Spleen,	ACT,
HMCN1_chr1_185965802_185965915_+	HMCN1	Gene	0.375	false	MATRISOME	Tier2		MEL,EWS,
NPC1_chr18_23544344_23544526_-	NPC1	Gene	0.6875	false	SURFACEOME	Not Prioritized	Adrenal_Gland,	ACT,MEL,
COL14A1_chr8_120208232_120208361_+	COL14A1	Gene	0.625	false	MATRISOME_SURFACEOME	Not Prioritized	Ovary,Blood_Vessel,	ST,RHB,DSRCT,
L1CAM_chrX_153869803_153869934_-	L1CAM	Gene	0.5	false	SURFACEOME	Not Prioritized	Nerve,	RB,MB,NBL,
PTPRZ1_chr7_122044422_122044568_+	PTPRZ1	Gene	1.0625	false	MATRISOME_SURFACEOME	Not Prioritized	,Brain,	MEL,MB,BT,EPD,HGG,LGG,
SULF1_chr8_69588972_69589141_+	SULF1	Gene	0.875	false	MATRISOME	Tier2	Blood_Vessel,	DSRCT,BT,OS,RHB,CPC,
ITGA1_chr5_52887815_52887891_+	ITGA1	Gene	0.875	false	MATRISOME_SURFACEOME	Not Prioritized	Lung,Bladder,Adrenal_Gland,Colon,Blood_Vessel,	EWS,ST,ACT,DSRCT,
SEMA6D_chr15_47764174_47764305_+	SEMA6D	Gene	1.0	false	MATRISOME_SURFACEOME	Tier1		DSRCT,BT,HGG,RB,MB,
COL9A1_chr6_70234539_70234593_-	COL9A1	Gene	0.5625	false	MATRISOME	Tier1		RB,CPC,LGG,
IBSP_chr4_87802348_87802415_+	IBSP	Gene	0.1875	false	MATRISOME	Tier1		,OS,
COL20A1_chr20_63328079_63328127_+	COL20A1	Gene	0.5	true	MATRISOME	Tier1	Testis,	HGG,DSRCT,LGG,
IL6ST_chr5_55951464_55951637_-	IL6ST	Gene	2.0625	false	MATRISOME_SURFACEOME	Tier2	Adipose_Tissue,Adrenal_Gland,	EPD,HGG,RHB,LGG,EWS,RB,ST,DSRCT,BT,MEL,MB,
AMPH_chr7_38436272_38436388_-	AMPH	Gene	0.5	false	SURFACEOME	Tier2	Brain,Pituitary,	MB,RB,
LYN_chr8_55966715_55966897_+	LYN	Gene	0.5	true	SURFACEOME	Tier2	Spleen,Lung,Blood,	CPC,
ITGAV_chr2_186590080_186590523_+	ITGAV	Gene	0.625	false	MATRISOME_SURFACEOME	Tier2		ST,BT,
HSPG2_chr1_21880656_21880835_-	HSPG2	Gene	0.875	false	MATRISOME	Not Prioritized	Nerve,Uterus,Fallopian_Tube,Bladder,Blood_Vessel,	ST,ACT,BT,OS,MEL,RHB,
CHRNA7_chr15_32030898_32031037_+	CHRNA7	Gene	0.375	false	SURFACEOME	Tier1		NBL,DSRCT,
MMP9_chr20_46010923_46011052_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
ADAM10_chr15_58749480_58749719_-	ADAM10	Gene	0.8125	false	MATRISOME_SURFACEOME	Tier2		RB,MEL,
ITGA6_chr2_172474929_172475122_+	ITGA6	Gene	0.875	false	MATRISOME_SURFACEOME	Tier2	Nerve,Salivary_Gland,	ST,BT,MEL,DSRCT,
LAMA3_chr18_23822252_23822375_+	LAMA3	Gene	0.125	false	MATRISOME	Tier2		RB,
MELTF_chr3_197021404_197021471_-	MELTF	Gene	0.375	false	SURFACEOME	Tier2		OS,MEL,
ENPP2_chr8_119616265_119616384_-	ENPP2	Gene	0.75	false	SURFACEOME	Not Prioritized	Brain,Uterus,Fallopian_Tube,Adipose_Tissue,Breast,	OS,MEL,CPC,NBL,
PHOSPHO1_chr17_49224791_49225004_-	PHOSPHO1	Gene	0.1875	false	MATRISOME	Tier2	Blood,Testis,	OS,
SERPINE2_chr2_223977544_223982780_-	SERPINE2	Gene	0.25	false	MATRISOME	Not Prioritized		MEL,
COL23A1_chr5_178270337_178270363_-	COL23A1	Gene	0.1875	false	MATRISOME	Tier2	Thyroid,	,DSRCT,
THSD7A_chr7_11412656_11412800_-	THSD7A	Gene	0.25	false	SURFACEOME	Tier2		RB,MB,
LYN_chr8_55950681_55950784_+	LYN	Gene	0.5	false	SURFACEOME	Tier2	Spleen,Lung,Blood,	CPC,
PTPRC_chr1_198748111_198748199_+	PTPRC	Gene	0.5625	false	MATRISOME_SURFACEOME	Not Prioritized	Small_Intestine,Spleen,Lung,Blood,	MEL,
SEMA3A_chr7_84194475_84194668_-	SEMA3A	Gene	0.125	false	SURFACEOME	Tier1		MB,
IMPG2_chr3_101273581_101273742_-	IMPG2	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		MB,RB,
MMP9_chr20_46010923_46011051_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
COL14A1_chr8_120231467_120232090_+	COL14A1	Gene	0.125	false	MATRISOME_SURFACEOME	Not Prioritized	Blood_Vessel,	DSRCT,
LTBP1_chr2_33262722_33262824_+	LTBP1	Gene	1.125	false	MATRISOME	Not Prioritized	Heart,Uterus,Bladder,Cervix_Uteri,Blood_Vessel,	BT,OS,CPC,EPD,WLM,RHB,
COLEC12_chr18_480707_480757_-	COLEC12	Gene	0.5	false	MATRISOME_SURFACEOME	Not Prioritized		OS,CPC,
SEMA7A_chr15_74411885_74412012_-	SEMA7A	Gene	0.375	false	MATRISOME	Not Prioritized	Nerve,Testis,Spleen,	ACT,LGG,
CHL1_chr3_360284_360424_+	CHL1	Gene	0.5625	false	SURFACEOME	Tier2		BT,HGG,LGG,
MMP9_chr20_46014124_46014274_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
ITGAX_chr16_31376799_31376915_+	ITGAX	Gene	0.5	false	SURFACEOME	Not Prioritized	,Spleen,Lung,Blood,	HGG,LGG,
LOXL2_chr8_23403954_23404076_-	LOXL2	Gene	0.375	false	MATRISOME	Tier2		OS,RHB,
RELN_chr7_103497820_103497926_-	RELN	Gene	0.3125	false	MATRISOME	Tier2	Nerve,	EPD,MB,
ASTN1_chr1_177023404_177023485_-	ASTN1	Gene	0.75	false	SURFACEOME	Tier2		HGG,DSRCT,LGG,
MMP9_chr20_46010923_46011050_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
TREM2_chr6_41158506_41158780_-	TREM2	Gene	0.1875	false	SURFACEOME	Tier1		LGG,
AGRN_chr1_1043239_1043457_+	AGRN	Gene	0.875	false	MATRISOME_SURFACEOME	Tier2	Kidney,Thyroid,	CPC,EPD,HGG,
ABCA1_chr9_104845477_104845569_-	ABCA1	Gene	1.25	false	SURFACEOME	Tier2		EWS,RB,ST,MEL,MB,HGG,DSRCT,BT,
FBN2_chr5_128263425_128263656_-	FBN2	Gene	0.25	false	MATRISOME_SURFACEOME	Tier2		ACT,
TGFB3_chr14_75971126_75971255_-	TGFB3	Gene	1.125	true	MATRISOME_SURFACEOME	Tier2	Cervix_Uteri,Prostate,	BT,OS,RHB,DSRCT,MB,
PDPN_chr1_13583833_13584100_+	PDPN	Gene	0.5	false	SURFACEOME	Not Prioritized		BT,CPC,LGG,
MMP9_chr20_46014124_46014275_+	MMP9	Gene	0.3125	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
AGRN_chr1_1041956_1042162_+	AGRN	Gene	0.9375	false	MATRISOME_SURFACEOME	Tier2	Kidney,Thyroid,	CPC,EPD,HGG,
ASPN_chr9_92470669_92470781_-	ASPN	Gene	0.6875	false	MATRISOME	Tier2	Uterus,Blood_Vessel,	EWS,ST,RHB,
NCAN_chr19_19238253_19238411_+	NCAN	Gene	0.5625	false	MATRISOME	Not Prioritized	Brain,	EPD,HGG,LGG,
RELN_chr7_103654093_103654205_-	RELN	Gene	0.1875	false	MATRISOME	Tier2		,MB,
AMPH_chr7_38465467_38465549_-	AMPH	Gene	0.3125	false	SURFACEOME	Tier2		RB,
SLIT2_chr4_20539441_20539566_+	SLIT2	Gene	0.5	false	MATRISOME	Not Prioritized		EPD,
PMEL_chr12_55958172_55958607_-	PMEL	Gene	0.1875	false	SURFACEOME	Tier2		,MEL,
COL9A1_chr6_70274047_70274082_-	COL9A1	Gene	0.4375	false	MATRISOME	Tier1		RB,CPC,LGG,
PTPRZ1_chr7_122061080_122061637_+	PTPRZ1	Gene	0.875	false	MATRISOME_SURFACEOME	Not Prioritized	,Brain,	BT,MEL,EPD,HGG,LGG,
COL11A2_chr6_33184992_33185052_-	COL11A2	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2	Pituitary,	OS,
PDGFC_chr4_156970786_156970903_-	PDGFC	Gene	0.9375	false	MATRISOME	Tier2		DSRCT,BT,OS,WLM,
ACAN_chr15_88871382_88871540_+	ACAN	Gene	0.1875	false	MATRISOME	Tier2	Blood_Vessel,	OS,
IGF2R_chr6_160088033_160089253_+	IGF2R	Gene	0.125	false	MATRISOME_SURFACEOME	Not Prioritized		ACT,
SEMA7A_chr15_74414547_74414745_-	SEMA7A	Gene	0.375	false	MATRISOME	Not Prioritized	Testis,Nerve,Spleen,	ACT,LGG,
FGF1_chr5_142614005_142614161_-	FGF1	Gene	0.3125	false	MATRISOME	Not Prioritized	Nerve,Brain,	HGG,LGG,
COL2A1_chr12_48004237_48004506_-	COL2A1	Gene	0.125	false	MATRISOME	Tier2		WLM,
PMEL_chr12_55957186_55957671_-	PMEL	Gene	0.1875	false	SURFACEOME	Tier2		,MEL,
SULF1_chr8_69627210_69627306_+	SULF1	Gene	1.0625	false	MATRISOME	Tier2	Colon,Prostate,Thyroid,Blood_Vessel,	DSRCT,OS,RHB,CPC,
COL11A2_chr6_33167067_33167124_-	COL11A2	Gene	0.375	false	MATRISOME_SURFACEOME	Tier2	Testis,Pituitary,	OS,
TNFAIP6_chr2_151370020_151370248_+	TNFAIP6	Gene	0.1875	false	MATRISOME	Tier1	Testis,	,EWS,
LAMA3_chr18_23824423_23824565_+	LAMA3	Gene	0.125	false	MATRISOME	Tier2		RB,
ENPP3_chr6_131726046_131726200_+	ENPP3	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		ACT,EWS,
NTM_chr11_132146275_132146514_+	NTM	Gene	0.625	false	SURFACEOME	Not Prioritized		EPD,HGG,LGG,
COL2A1_chr12_47995710_47995763_-	COL2A1	Gene	0.25	false	MATRISOME	Tier2		,WLM,
CHL1_chr3_389252_389474_+	CHL1	Gene	0.5	false	SURFACEOME	Tier2	Nerve,	BT,HGG,LGG,
SPA17_chr11_124694303_124694442_+	SPA17	Gene	0.4375	false	SURFACEOME	Tier2	Pituitary,Testis,	EPD,WLM,
CD109_chr6_73814981_73815123_+	CD109	Gene	0.25	false	MATRISOME	Tier2		OS,MEL,
PMEL_chr12_55957285_55957671_-	PMEL	Gene	0.1875	false	SURFACEOME	Tier2		,MEL,
ENPP3_chr6_131722227_131722405_+	ENPP3	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		ACT,EWS,
DPP4_chr2_162038949_162039021_-	DPP4	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2	Small_Intestine,	,RB,
PAPPA_chr9_116227431_116227552_+	PAPPA	Gene	0.1875	false	MATRISOME	Tier2		,EWS,
PTPRZ1_chr7_122034282_122034378_+	PTPRZ1	Gene	1.0625	false	MATRISOME_SURFACEOME	Not Prioritized	,Brain,	MEL,MB,BT,EPD,HGG,LGG,
COL12A1_chr6_75191701_75191760_-	COL12A1	Gene	0.8125	false	MATRISOME	Not Prioritized		EWS,ST,DSRCT,OS,MEL,RHB,
COL9A1_chr6_70270314_70270367_-	COL9A1	Gene	0.625	false	MATRISOME	Tier1		CPC,RB,LGG,
TNC_chr9_115046410_115046682_-	TNC	AS	1.25	false	MATRISOME_SURFACEOME	Tier1	Colon,Blood_Vessel,	BT,MEL,WLM,LGG,OS,EPD,HGG,
FBN1_chr15_48487075_48487200_-	FBN1	Gene	1.1875	false	MATRISOME	Tier2		EWS,DSRCT,BT,OS,MEL,RHB,ST,
PROM1_chr4_15993987_15994071_-	PROM1	Gene	0.4375	false	MATRISOME_SURFACEOME	Tier2	,Salivary_Gland,	CPC,RB,
